Základný číselník,Kód číselnika,Názov číselníka,Ang. názov číselníka,URI číselníka,Hlavný gestor,Vedľajší gestor,Zdrojový číselnik,Dátum platnosti,Začiatok účinnosti,Koniec účinnosti,Poznámka,Kód položky,Názov položky,Ang. názov položky,Skrátený názov položky,Ang. skrátený nazov položky,Skratka názvu položky,Ang. skratka názvu položky,URI polozky,Doplňujúci obsah,Merná jednotka,Poznámka pre položku,Zahŕňa,Tiež zahŕňa,Vylučuje,Začiatok účinnosti položky,Koniec účinnosti položky,Logické poradie položky,Legislatívna uznateľnosť
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",11,akad. arch.,akad. arch.,,,,,,,,"akademický architekt, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",12,akad. mal.,akad. mal.,,,,,,,,"akademický maliar, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",13,akad. soch.,akad. soch.,,,,,,,,"akademický sochár, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",14,arch.,arch.,,,,,,,,"architekt, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",15,Bc.,Bc.,,,,,,,,"bakalár, akademický titul",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",16,Mgr.,Mgr.,,,,,,,,"magister, akademický titul",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",17,PaedDr.,PaedDr.,,,,,,,,"doktor pedagogiky, akademický titul",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",18,PharmDr.,PharmDr.,,,,,,,,"doktor farmácie, akademický titul",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",19,ThLic.,ThLic.,,,,,,,,"licenciát teológie, titul po absolvovaní prvej ucelenej časti doktorandského štúdia",,,,1997-11-25,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",20,prom. biol.,prom. biol.,,,,,,,,"promovaný biológ, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,1,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",21,prom. logop.,prom. logop.,,,,,,,,"promovaný logopéd, titul priznaný podľa predchádzajúcich predpisov",,,,1997-11-25,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",22,prom. ek.,prom. ek.,,,,,,,,"promovaný ekonóm, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",23,prom. filol.,prom. filol.,,,,,,,,"promovaný filológ, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",24,prom. fil.,prom. fil.,,,,,,,,"promovaný filozof, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",25,prom. fyz.,prom. fyz.,,,,,,,,"promovaný fyzik, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",26,prom. geol.,prom. geol.,,,,,,,,"promovaný geológ, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",27,prom. hist.,prom. hist.,,,,,,,,"promovaný historik, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",28,prom. mat.,prom. mat.,,,,,,,,"promovaný matematik, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",29,prom. nov.,prom. nov.,,,,,,,,"promovaný novinár, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",30,prom. ped.,prom. ped.,,,,,,,,"promovaný pedagóg, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",31,prom. psych.,prom. psych.,,,,,,,,"promovaný psychológ, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",32,prom. práv.,prom. práv.,,,,,,,,"promovaný právnik, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",33,prom. zub.,prom. zub.,,,,,,,,"promovaný zubár, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",34,prom. pharm.,prom. pharm.,,,,,,,,"promovaný farmaceut, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",35,prom. chem.,prom. chem.,,,,,,,,"promovaný chemik, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",36,prom. geog.,prom. geog.,,,,,,,,"promovaný geograf, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",37,prom. vet.,prom. vet.,,,,,,,,"promovaný veterinársky lekár, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",38,prom. knih.,prom. knih.,,,,,,,,"promovaný knihovník, titul priznaný podľa predchádzajúcich predpisov",,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",39,abs. v. š.,abs. v. š.,,,,,,,,absolvent vysokej školy,,,,1997-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",40,Dr.,Dr.,,,,,,,,"doktor, akademicko-vedecký titul priznaný podľa doterajších predpisov",,,,1997-11-25,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",41,Mgr. art.,Mgr. art.,,,,,,,,"magister umenia, akademický titul",,,,1997-03-25,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",42,MDDr.,MDDr.,,,,,,,,"doktor zubného lekárstva, akademický titul",,,,2004-01-01,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",71,doc.,doc.,,,,,,,,"docent, vedecko-pedagogický alebo umelecko-pedagogický titul, píše sa pred akademický titul",,,,2012-05-15,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",72,prof.,prof.,,,,,,,,"profesor, vedecko-pedagogický alebo umelecko-pedagogický titul, píše sa pred akademický titul",,,,2012-05-15,,,ano
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",43,dr. pharm.,dr. pharm.,,,,,,,,,,,,2019-02-12,,4,nie
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",44,Dottoressa Magistrale,Dottoressa Magistrale,,,,,,,,,,,,2019-02-12,,5,nie
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",45,doctor medic,doctor medic,,,,,,,,,,,,2019-02-12,,,nie
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",46,master,master,,,,,,,,,,,,2019-02-12,,,nie
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",47,Dr. med. dent.,Dr. med. dent.,,,,,,,,,,,,2019-02-12,,,nie
ano,CL000062,Titul pred menom,"Title ahead of the name  ",https://data.gov.sk/set/codelist/CL000062,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",,Číselník Štatistického úradu Slovenskej republiky č. 0062.,2008-09-08,2008-10-01,,"Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. MF/013261/2008-132 o štandardoch pre informačné systémy verejnej správy. 
",48,MgA.,MgA.,,,,,,,,,,,,2019-02-12,,,nie
