Základný číselník,Kód číselnika,Názov číselníka,Ang. názov číselníka,URI číselníka,Hlavný gestor,Vedľajší gestor,Zdrojový číselnik,Dátum platnosti,Začiatok účinnosti,Koniec účinnosti,Poznámka,Kód položky,Názov položky,Ang. názov položky,Skrátený názov položky,Ang. skrátený nazov položky,Skratka názvu položky,Ang. skratka názvu položky,URI polozky,Doplňujúci obsah,Merná jednotka,Poznámka pre položku,Zahŕňa,Tiež zahŕňa,Vylučuje,Začiatok účinnosti položky,Koniec účinnosti položky,Logické poradie položky,Legislatívna uznateľnosť
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409376,Stráže nad Myjavou,Stráže nad Myjavou,,,,,,SK0215504891;Šaštín-Stráže;SK0215;Senica,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409388,Šaštín,Šaštín,,,,,,SK0215504891;Šaštín-Stráže;SK0215;Senica,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409390,Šebešťanová,Šebešťanová,,,,,,SK0226512842;Považská Bystrica;SK0226;Považská Bystrica,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409406,Široké,Široké,,,,,,SK0417525260;Široké;SK0417;Prešov,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409418,Šoltýska,Šoltýska,,,,,,SK0327511889;Šoltýska;SK0327;Poltár,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409420,Šoporňa,Šoporňa,,,,,,SK0212504050;Šoporňa;SK0212;Galanta,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409431,Dolný Štefanov,Dolný Štefanov,,,,,,SK031A510084;Štefanov nad Oravou;SK031A;Tvrdošín,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409443,Horný Štefanov,Horný Štefanov,,,,,,SK031A510084;Štefanov nad Oravou;SK031A;Tvrdošín,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409455,Štiavnik,Štiavnik,,,,,,SK0311518018;Štiavnik;SK0311;Bytča,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409467,Štós,Štós,,,,,,SK0426522074;Štós;SK0426;Košice-okolie,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409479,Štós-kúpele,Štós-kúpele,,,,,,SK0426522074;Štós;SK0426;Košice-okolie,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409481,Štrba,Štrba,,,,,,SK0416523933;Štrba;SK0416;Poprad,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409492,Štrbské Pleso,Štrbské Pleso,,,,,,SK0416560103;Vysoké Tatry;SK0416;Poprad,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409511,Šulekovo,Šulekovo,,,,,,SK0213507032;Hlohovec;SK0213;Hlohovec,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409522,Šumiac,Šumiac,,,,,,SK0323509043;Šumiac;SK0323;Brezno,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409534,Šurany,Šurany,,,,,,SK0234503592;Šurany;SK0234;Nové Zámky,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409546,Šurianky,Šurianky,,,,,,SK0233500780;Šurianky;SK0233;Nitra,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409558,Varov Šúr,Varov Šúr,,,,,,SK0217507636;Šúrovce;SK0217;Trnava,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409560,Šúrovce,Šúrovce,,,,,,SK0217507636;Šúrovce;SK0217;Trnava,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409571,Tajov,Tajov,,,,,,SK0321509060;Tajov;SK0321;Banská Bystrica,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409583,Tatranská Lomnica,Tatranská Lomnica,,,,,,SK0416560103;Vysoké Tatry;SK0416;Poprad,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409595,Terchová,Terchová,,,,,,SK031B518042;Terchová;SK031B;Žilina,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409601,Terňa,Terňa,,,,,,SK0417525294;Terňa;SK0417;Prešov,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409613,Mlyňany,Mlyňany,,,,,,SK0237500810;Tesárske Mlyňany;SK0237;Zlaté Moravce,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409625,Tesáre nad Žitavou,Tesáre nad Žitavou,,,,,,SK0237500810;Tesárske Mlyňany;SK0237;Zlaté Moravce,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409637,Tešmák,Tešmák,,,,,,SK0232502782;Šahy;SK0232;Levice,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409649,Tisovec,Tisovec,,,,,,SK0329515680;Tisovec;SK0329;Rimavská Sobota,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409651,Tlmače,Tlmače,,,,,,SK0232502863;Tlmače;SK0232;Levice,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409662,Malý Madaras,Malý Madaras,,,,,,SK0108508276;Tomášov;SK0108;Senec,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409674,Tomášov,Tomášov,,,,,,SK0108508276;Tomášov;SK0108;Senec,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409686,Topoľčany,Topoľčany,,,,,,SK0236504998;Topoľčany;SK0236;Topoľčany,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409698,Topoľnica,Topoľnica,,,,,,SK0212504084;Topoľnica;SK0212;Galanta,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409704,Trebeľovce,Trebeľovce,,,,,,SK0326511927;Trebeľovce;SK0326;Lučenec,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409716,Trebišov,Trebišov,,,,,,SK042B528099;Trebišov;SK042B;Trebišov,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409728,Trenč,Trenč,,,,,,SK0326557340;Trenč;SK0326;Lučenec,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409730,Trenčianska Teplá,Trenčianska Teplá,,,,,,SK0229506559;Trenčianska Teplá;SK0229;Trenčín,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409741,Trenčianska Turná,Trenčianska Turná,,,,,,SK0229506567;Trenčianska Turná;SK0229;Trenčín,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409753,Kostolné Mitice,Kostolné Mitice,,,,,,SK0229506605;Trenčianske Mitice;SK0229;Trenčín,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409765,Trenčín,Trenčín,,,,,,SK0229505820;Trenčín;SK0229;Trenčín,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409777,Biskupice,Biskupice,,,,,,SK0229505820;Trenčín;SK0229;Trenčín,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409789,Trnava,Trnava,,,,,,SK0217506745;Trnava;SK0217;Trnava,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409791,Trnavá Hora,Trnavá Hora,,,,,,SK032D517313;Trnavá Hora;SK032D;Žiar nad Hronom,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409807,Budička,Budička,,,,,,SK032B518875;Tŕnie;SK032B;Zvolen,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409819,Kašova Lehôtka,Kašova Lehôtka,,,,,,SK032B518875;Tŕnie;SK032B;Zvolen,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409821,Tŕnie,Tŕnie,,,,,,SK032B518875;Tŕnie;SK032B;Zvolen,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409832,Trnové,Trnové,,,,,,SK031B517402;Žilina;SK031B;Žilina,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409844,Horný Jatov,Horný Jatov,,,,,,SK0235504092;Trnovec nad Váhom;SK0235;Šaľa,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409856,Trnovec nad Váhom,Trnovec nad Váhom,,,,,,SK0235504092;Trnovec nad Váhom;SK0235;Šaľa,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409868,Trstená,Trstená,,,,,,SK031A510106;Trstená;SK031A;Tvrdošín,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409870,Tŕstie,Tŕstie,,,,,,SK0226546640;Dolný Lieskov;SK0226;Považská Bystrica,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409881,Trstín,Trstín,,,,,,SK0217507687;Trstín;SK0217;Trnava,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409893,Trubín,Trubín,,,,,,SK032D517038;Lovčica-Trubín;SK032D;Žiar nad Hronom,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409900,Chorvatice,Chorvatice,,,,,,SK0232502871;Tupá;SK0232;Levice,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409911,Tupá,Tupá,,,,,,SK0232502871;Tupá;SK0232;Levice,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409923,Turá Lúka,Turá Lúka,,,,,,SK0223504581;Myjava;SK0223;Myjava,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409935,Dolný Turček,Dolný Turček,,,,,,SK0319512699;Turček;SK0319;Turčianske Teplice,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409947,Horný Turček,Horný Turček,,,,,,SK0319512699;Turček;SK0319;Turčianske Teplice,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409959,Turčianske Teplice,Turčianske Teplice,,,,,,SK0319512729;Turčianske Teplice;SK0319;Turčianske Teplice,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409961,Turčiansky Michal,Turčiansky Michal,,,,,,SK0319512729;Turčianske Teplice;SK0319;Turčianske Teplice,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409972,Turíčky,Turíčky,,,,,,SK0327511315;Cinobaňa;SK0327;Poltár,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409984,Turkov,Turkov,,,,,,SK0312509507;Turzovka;SK0312;Čadca,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,409996,Turzovka-Stred,Turzovka-Stred,,,,,,SK0312509507;Turzovka;SK0312;Čadca,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410007,Medvedzie,Medvedzie,,,,,,SK031A510114;Tvrdošín;SK031A;Tvrdošín,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410019,Tvrdošín,Tvrdošín,,,,,,SK031A510114;Tvrdošín;SK031A;Tvrdošín,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410021,Uderiná,Uderiná,,,,,,SK0326511552;Lovinobaňa;SK0326;Lučenec,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410032,Udiča,Udiča,,,,,,SK0226513741;Udiča;SK0226;Považská Bystrica,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410044,Látkovce,Látkovce,,,,,,SK0221505625;Uhrovec;SK0221;Bánovce nad Bebravou,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410056,Uhrovec,Uhrovec,,,,,,SK0221505625;Uhrovec;SK0221;Bánovce nad Bebravou,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410068,Újazd,Újazd,,,,,,SK0229546682;Skalka nad Váhom;SK0229;Trenčín,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410070,Uľanka,Uľanka,,,,,,SK0321508438;Banská Bystrica;SK0321;Banská Bystrica,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410081,Urmince,Urmince,,,,,,SK0236505641;Urmince;SK0236;Topoľčany,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410093,Ústie nad Priehradou,Ústie nad Priehradou,,,,,,SK031A510106;Trstená;SK031A;Tvrdošín,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410100,Bernátovce,Bernátovce,,,,,,SK0426522139;Valaliky;SK0426;Košice-okolie,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410111,Valaská,Valaská,,,,,,SK0323509086;Valaská;SK0323;Brezno,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410123,Valaská Belá,Valaská Belá,,,,,,SK0227514420;Valaská Belá;SK0227;Prievidza,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410135,Vaľkovňa,Vaľkovňa,,,,,,SK0323509094;Vaľkovňa;SK0323;Brezno,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410147,Vaľkovo,Vaľkovo,,,,,,SK0327511340;České Brezovo;SK0327;Poltár,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410159,Vaňovka,Vaňovka,,,,,,SK0317509680;Hruštín;SK0317;Námestovo,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410161,Včelinec,Včelinec,,,,,,SK0329514462;Rimavská Sobota;SK0329;Rimavská Sobota,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410172,Revišné,Revišné,,,,,,SK0313510165;Veličná;SK0313;Dolný Kubín,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410184,Veličná,Veličná,,,,,,SK0313510165;Veličná;SK0313;Dolný Kubín,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410196,Veľká nad Ipľom,Veľká nad Ipľom,,,,,,SK0326511994;Veľká nad Ipľom;SK0326;Lučenec,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410202,Veľká Dolina,Veľká Dolina,,,,,,SK0233500844;Veľká Dolina;SK0233;Nitra,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410214,Veľká Ida,Veľká Ida,,,,,,SK0426522147;Veľká Ida;SK0426;Košice-okolie,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410226,Čukárska Paka,Čukárska Paka,,,,,,SK0211501972;Veľká Paka;SK0211;Dunajská Streda,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410238,Malá Paka,Malá Paka,,,,,,SK0211501972;Veľká Paka;SK0211;Dunajská Streda,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410240,Veľká Paka,Veľká Paka,,,,,,SK0211501972;Veľká Paka;SK0211;Dunajská Streda,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410251,Veľké Bedzany,Veľké Bedzany,,,,,,SK0236504998;Topoľčany;SK0236;Topoľčany,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410263,Veľké Bielice,Veľké Bielice,,,,,,SK0225505315;Partizánske;SK0225;Partizánske,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410275,Janíkovce,Janíkovce,,,,,,SK0233500011;Nitra;SK0233;Nitra,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410287,Veľké Kapušany,Veľké Kapušany,,,,,,SK0427543853;Veľké Kapušany;SK0427;Michalovce,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410299,Veľké Kosihy,Veľké Kosihy,,,,,,SK0231501387;Veľké Kosihy;SK0231;Komárno,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410305,Veľké Košecké Podhradie,Veľké Košecké Podhradie,,,,,,SK0222513351;Košecké Podhradie;SK0222;Ilava,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410317,Vyšné Revištia,Vyšné Revištia,,,,,,SK0429523232;Veľké Revištia;SK0429;Sobrance,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410329,Veľké Ripňany,Veľké Ripňany,,,,,,SK0236505714;Veľké Ripňany;SK0236;Topoľčany,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410331,Veľké Rovné,Veľké Rovné,,,,,,SK0311518085;Veľké Rovné;SK0311;Bytča,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,410342,Veľké Stankovce,Veľké Stankovce,,,,,,SK0229545741;Trenčianske Stankovce;SK0229;Trenčín,,,,,,2015-07-01,,,ano
