Základný číselník,Kód číselnika,Názov číselníka,Ang. názov číselníka,URI číselníka,Hlavný gestor,Vedľajší gestor,Zdrojový číselnik,Dátum platnosti,Začiatok účinnosti,Koniec účinnosti,Poznámka,Kód položky,Názov položky,Ang. názov položky,Skrátený názov položky,Ang. skrátený nazov položky,Skratka názvu položky,Ang. skratka názvu položky,URI polozky,Doplňujúci obsah,Merná jednotka,Poznámka pre položku,Zahŕňa,Tiež zahŕňa,Vylučuje,Začiatok účinnosti položky,Koniec účinnosti položky,Logické poradie položky,Legislatívna uznateľnosť
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405127,Lazany,Lazany,,,,,,SK0316512354;Kláštor pod Znievom;SK0316;Martin,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405139,Dubková,Dubková,,,,,,SK0228513300;Lazy pod Makytou;SK0228;Púchov,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405141,Lazy pod Makytou,Lazy pod Makytou,,,,,,SK0228513300;Lazy pod Makytou;SK0228;Púchov,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405152,Lednické Rovne,Lednické Rovne,,,,,,SK0228513326;Lednické Rovne;SK0228;Púchov,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405164,Malý Lég,Malý Lég,,,,,,SK0211501735;Lehnice;SK0211;Dunajská Streda,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405176,Masníkovo,Masníkovo,,,,,,SK0211501735;Lehnice;SK0211;Dunajská Streda,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405188,Sása,Sása,,,,,,SK0211501735;Lehnice;SK0211;Dunajská Streda,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405190,Veľký Lég,Veľký Lég,,,,,,SK0211501735;Lehnice;SK0211;Dunajská Streda,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405206,Malá Lehota,Malá Lehota,,,,,,SK0227514136;Lehota pod Vtáčnikom;SK0227;Prievidza,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405218,Kapoňa,Kapoňa,,,,,,SK042B528510;Leles;SK042B;Trebišov,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405220,Leles,Leles,,,,,,SK042B528510;Leles;SK042B;Trebišov,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405231,Lešť,Lešť,,,,,,SK032B518581;Lešť (vojenský obvod);SK032B;Zvolen,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405243,Lažteky,Lažteky,,,,,,SK032B518581;Lešť (vojenský obvod);SK032B;Zvolen,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405255,Podjavorie,Podjavorie,,,,,,SK032B518581;Lešť (vojenský obvod);SK032B;Zvolen,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405267,Vidov Vrch,Vidov Vrch,,,,,,SK032B518581;Lešť (vojenský obvod);SK032B;Zvolen,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405279,Levice,Levice,,,,,,SK0232502031;Levice;SK0232;Levice,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405281,Levoča,Levoča,,,,,,SK0414543292;Levoča;SK0414;Levoča,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405292,Ličartovce,Ličartovce,,,,,,SK0417524760;Ličartovce;SK0417;Prešov,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405309,Dobročná,Dobročná,,,,,,SK0227514144;Liešťany;SK0227;Prievidza,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405311,Liešťany,Liešťany,,,,,,SK0227514144;Liešťany;SK0227;Prievidza,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405322,Lomnica,Lomnica,,,,,,SK0227514144;Liešťany;SK0227;Prievidza,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405334,Lietava,Lietava,,,,,,SK031B517739;Lietava;SK031B;Žilina,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405346,Lietavská Svinná,Lietavská Svinná,,,,,,SK031B517755;Lietavská Svinná-Babkov;SK031B;Žilina,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405358,Mlynský Sek,Mlynský Sek,,,,,,SK0411519499;Lipová;SK0234;Nové Zámky,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405360,Ondrochov,Ondrochov,,,,,,SK0411519499;Lipová;SK0234;Nové Zámky,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405371,Lipovce,Lipovce,,,,,,SK0417524786;Lipovce;SK0417;Prešov,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405383,Liptovská Osada,Liptovská Osada,,,,,,SK0318510637;Liptovská Osada;SK0318;Ružomberok,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405395,Liptovská Sielnica,Liptovská Sielnica,,,,,,SK0315510653;Liptovská Sielnica;SK0315;Liptovský Mikuláš,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405401,Liptovská Teplá,Liptovská Teplá,,,,,,SK0318510670;Liptovská Teplá;SK0318;Ružomberok,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405413,Madočany,Madočany,,,,,,SK0318510670;Liptovská Teplá;SK0318;Ružomberok,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405425,Liptovský Hrádok,Liptovský Hrádok,,,,,,SK0315510726;Liptovský Hrádok;SK0315;Liptovský Mikuláš,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405449,Palúdzka,Palúdzka,,,,,,SK0315510262;Liptovský Mikuláš;SK0315;Liptovský Mikuláš,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405451,Liptovská Ondrašová,Liptovská Ondrašová,,,,,,SK0315510262;Liptovský Mikuláš;SK0315;Liptovský Mikuláš,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405462,Liptovský Trnovec,Liptovský Trnovec,,,,,,SK0315510777;Liptovský Trnovec;SK0315;Liptovský Mikuláš,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405474,Lom nad Rimavicou,Lom nad Rimavicou,,,,,,SK0323508730;Lom nad Rimavicou;SK0323;Brezno,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405486,Lopušná,Lopušná,,,,,,SK0314509281;Lopušné Pažite;SK0314;Kysucké Nové Mesto,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405498,Lovčica,Lovčica,,,,,,SK032D517038;Lovčica-Trubín;SK032D;Žiar nad Hronom,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405504,Horné Lovčice,Horné Lovčice,,,,,,SK0217506842;Brestovany;SK0217;Trnava,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405516,Lovinobaňa,Lovinobaňa,,,,,,SK0326511552;Lovinobaňa;SK0326;Lučenec,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405528,Lubina,Lubina,,,,,,SK0224506184;Lubina;SK0224;Nové Mesto nad Váhom,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405530,Ľuborča,Ľuborča,,,,,,SK0229506281;Nemšová;SK0229;Trenčín,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405541,Ľuboriečka,Ľuboriečka,,,,,,SK032A516163;Ľuboriečka;SK032A;Veľký Krtíš,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405553,Ľubotice,Ľubotice,,,,,,SK0417518590;Ľubotice;SK0417;Prešov,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405565,Ľubotín,Ľubotín,,,,,,SK041A526878;Ľubotín;SK041A;Stará Ľubovňa,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405577,Ľubovec,Ľubovec,,,,,,SK0417524794;Ľubovec;SK0417;Prešov,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405589,Ruské Pekľany,Ruské Pekľany,,,,,,SK0417524794;Ľubovec;SK0417;Prešov,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405591,Malá Lúč,Malá Lúč,,,,,,SK0211501743;Lúč na Ostrove;SK0211;Dunajská Streda,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405607,Veľká Lúč,Veľká Lúč,,,,,,SK0211501743;Lúč na Ostrove;SK0211;Dunajská Streda,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405619,Lučenec,Lučenec,,,,,,SK0326511218;Lučenec;SK0326;Lučenec,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405621,Opatová,Opatová,,,,,,SK0326511218;Lučenec;SK0326;Lučenec,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405632,Lúčka,Lúčka,,,,,,SK041C519537;Lúčka;SK0418;Sabinov,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405644,Lúčky,Lúčky,,,,,,SK0318510815;Lúčky;SK0318;Ružomberok,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405656,Martinová,Martinová,,,,,,SK0233500470;Lúčnica nad Žitavou;SK0233;Nitra,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405668,Vajka nad Žitavou,Vajka nad Žitavou,,,,,,SK0233500470;Lúčnica nad Žitavou;SK0233;Nitra,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405670,Ludanice,Ludanice,,,,,,SK0236505048;Ludanice;SK0236;Topoľčany,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405681,Lukové,Lukové,,,,,,SK032B518158;Zvolen;SK032B;Zvolen,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405693,Lysá pod Makytou,Lysá pod Makytou,,,,,,SK0228513342;Lysá pod Makytou;SK0228;Púchov,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405700,Mačov,Mačov,,,,,,SK0227513962;Diviaky nad Nitricou;SK0227;Prievidza,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405711,Madačka,Madačka,,,,,,SK0326511226;Ábelová;SK0326;Lučenec,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405723,Kopráš,Kopráš,,,,,,SK0328525944;Magnezitovce;SK0328;Revúca,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405735,Mníšany,Mníšany,,,,,,SK0328525944;Magnezitovce;SK0328;Revúca,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405747,Makov,Makov,,,,,,SK0312509299;Makov;SK0312;Čadca,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405759,Malá Hradná,Malá Hradná,,,,,,SK0221505072;Malá Hradná;SK0221;Bánovce nad Bebravou,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405772,Malacky,Malacky,,,,,,SK0106508063;Malacky;SK0106;Malacky,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405784,Málaš,Málaš,,,,,,SK0232502511;Málaš;SK0232;Levice,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405796,Hradištská Moľva,Hradištská Moľva,,,,,,SK0427522759;Malčice;SK0427;Michalovce,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405802,Malčice,Malčice,,,,,,SK0427522759;Malčice;SK0427;Michalovce,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405814,Malé Bedzany,Malé Bedzany,,,,,,SK0236504998;Topoľčany;SK0236;Topoľčany,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405826,Malé Bielice,Malé Bielice,,,,,,SK0225505315;Partizánske;SK0225;Partizánske,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405838,Malé Borové,Malé Borové,,,,,,SK0315510840;Malé Borové;SK0315;Liptovský Mikuláš,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405840,Malé Chlievany,Malé Chlievany,,,,,,SK0221542652;Bánovce nad Bebravou;SK0221;Bánovce nad Bebravou,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405851,Malé Košecké Podhradie,Malé Košecké Podhradie,,,,,,SK0222513351;Košecké Podhradie;SK0222;Ilava,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405863,Malé Orvište,Malé Orvište,,,,,,SK0429522856;Ostrov;SK0214;Piešťany,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405875,Malé Stankovce,Malé Stankovce,,,,,,SK0229545741;Trenčianske Stankovce;SK0229;Trenčín,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405887,Malé Zalužice,Malé Zalužice,,,,,,SK0427523241;Zalužice;SK0427;Michalovce,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405899,Málinec,Málinec,,,,,,SK0327511595;Málinec;SK0327;Poltár,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405917,Malý Kiar,Malý Kiar,,,,,,SK0232502031;Levice;SK0232;Levice,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405929,Malý Slivník,Malý Slivník,,,,,,SK0417524832;Malý Slivník;SK0417;Prešov,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405931,Malá Maňa,Malá Maňa,,,,,,SK0234503363;Maňa;SK0234;Nové Zámky,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405942,Veľká Maňa,Veľká Maňa,,,,,,SK0234503363;Maňa;SK0234;Nové Zámky,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405954,Krátke Kesy,Krátke Kesy,,,,,,SK0231501239;Marcelová;SK0231;Komárno,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405966,Marcelová,Marcelová,,,,,,SK0231501239;Marcelová;SK0231;Komárno,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405978,Maršová,Maršová,,,,,,SK0311517798;Maršová-Rašov;SK0311;Bytča,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405980,Martin,Martin,,,,,,SK0316512036;Martin;SK0316;Martin,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,405991,Tomčany,Tomčany,,,,,,SK0316512036;Martin;SK0316;Martin,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,406004,Matejovce,Matejovce,,,,,,SK0416523381;Poprad;SK0416;Poprad,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,406016,Kapušianske Vojkovce,Kapušianske Vojkovce,,,,,,SK0427528579;Maťovské Vojkovce;SK0427;Michalovce,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,406028,Maťovce,Maťovce,,,,,,SK0427528579;Maťovské Vojkovce;SK0427;Michalovce,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,406030,Medvecké,Medvecké,,,,,,SK0232502651;Plavé Vozokany;SK0232;Levice,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,406065,Medzilaborce,Medzilaborce,,,,,,SK0415520471;Medzilaborce;SK0415;Medzilaborce,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,406077,Vydraň,Vydraň,,,,,,SK0415520471;Medzilaborce;SK0415;Medzilaborce,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,406089,Melčice,Melčice,,,,,,SK0229545686;Melčice-Lieskové;SK0229;Trenčín,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,406091,Michal na Ostrove,Michal na Ostrove,,,,,,SK0211501786;Michal na Ostrove;SK0211;Dunajská Streda,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,406107,Michalovce,Michalovce,,,,,,SK0427522279;Michalovce;SK0427;Michalovce,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,406119,Vrbovec,Vrbovec,,,,,,SK0427522279;Michalovce;SK0427;Michalovce,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,406121,Močarany,Močarany,,,,,,SK0427522279;Michalovce;SK0427;Michalovce,,,,,,2015-07-01,,,ano
ano,CL010141,Časť obce,,https://data.gov.sk/set/codelist/CL010141,Ministerstvo vnútra Slovenskej republiky,,,2019-06-12,2020-01-07,,,406132,Topoľany,Topoľany,,,,,,SK0427522279;Michalovce;SK0427;Michalovce,,,,,,2015-07-01,,,ano
